graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
gautrain-management-agency_20111002_1801_subgraph_tram+bus.gr.bz2,263.0,3.0,316.0,949.0,3.0,0.0033052039381153307
Promedus_11.gr.xz,189.0,20.0,247.0,1424.0,5.0,0.008179454264178269
cecil-transit_20151202_2004_subgraph_bus.gr.bz2,97.0,6.0,105.0,415.0,4.0,0.01282051282051282
regional-transportation-commission-of-southern-nevada_20130315_0353.gr.bz2,3076.0,32.0,3131.0,13382.0,3.0,0.000351835657645946
orange-county-transportation-authority_20151202_1534_subgraph_bus.gr.bz2,3875.0,40.0,4065.0,17639.0,3.0,0.0003305658056580566
Promedas_37.gr.xz,609.0,63.0,756.0,5292.0,5.0,0.0027681418409895233
RandomGNM_250_1000.gr.bz2,144.0,105.0,250.0,2881.0,4.0,0.01606425702811245
port-authority-of-allegheny-county_20140619_0109.gml.lp.gr.bz2,855.0,23.0,1008.0,5414.0,3.0,0.0016915322898441072
ex028.gr.xz,165.0,10.0,198.0,844.0,4.0,0.009024252679075015
kanawha-valley-regional-transportation-authority-krt_20150126_1340_subgraph_metro+bus.gr.bz2,87.0,4.0,104.0,338.0,3.0,0.014002987303958178
smart_20101107_0850_subgraph_tram+bus.gr.bz2,130.0,5.0,143.0,559.0,3.0,0.009504579927115139
MD5-32-1.gaifman_4.gr.xz,175.0,13.0,225.0,1243.0,4.0,0.013988095238095239
people-mover_20150203_2012_subgraph_train+metro+tram+bus.gr.bz2,1062.0,12.0,1079.0,4500.0,4.0,0.0009938426461662262
rseau-de-transport-de-longueuil_20151217_1019.gr.bz2,2137.0,16.0,2241.0,9643.0,3.0,0.0005904570663606808
ex182.gr.xz,309.0,12.0,394.0,1808.0,4.0,0.004817814288113044
the-bus-marble-valley-regional-transit-district_20151217_0933.gr.bz2,122.0,4.0,137.0,477.0,3.0,0.008909403177329326
FibonacciTree_10.gr.bz2,142.0,2.0,143.0,426.0,3.0,0.006993006993006993
metro-los-angeles_20151216_1820.normalized_subgraph_train+metro+tram+bus.gr.bz2,7899.0,55.0,8294.0,35971.0,3.0,0.00015884937110565705
samtrans_20130704_1259.gr.bz2,1444.0,11.0,1559.0,6486.0,3.0,0.0008917536256825044
he051.gr.xz,591.0,43.0,751.0,4311.0,4.0,0.0034584997780736796
charlottesville-transit-service_20151219_0148_subgraph_metro+bus.gr.bz2,327.0,6.0,334.0,1367.0,4.0,0.003335671000341659
unitrans-davis_20151216_1429_subgraph_metro+bus.gr.bz2,288.0,11.0,299.0,1314.0,4.0,0.00400664407084016
he157.gr.xz,113618.0,66.0,127574.0,682776.0,3.0,1.2517298080570898e-05
champaign-urbana_il_2016-01.gml.lp.gr.bz2,572.0,27.0,662.0,4296.0,5.0,0.0029000278804886853
transit-windsor_20150531_2336.gr.bz2,805.0,7.0,824.0,3380.0,3.0,0.001484917835529498
duluth-transit-authority_20120906_0315_subgraph_bus.gr.bz2,1016.0,10.0,1088.0,4262.0,3.0,0.0011533362194923967
Promedas_25_8.gr.xz,162.0,13.0,204.0,1033.0,4.0,0.009127789046653144
palo-verde-valley-transit-agency_20151216_1717_subgraph_bus.gr.bz2,123.0,5.0,133.0,506.0,3.0,0.009911141490088858
el-dorado-transit_20151217_1024_subgraph_tram+bus.gr.bz2,119.0,6.0,139.0,535.0,3.0,0.01146908560108435
ex124.gr.xz,390.0,12.0,496.0,1917.0,4.0,0.0035353535353535356
graph06-wpp.dgf.bz2,121.0,56.0,185.0,1846.0,6.0,0.02335487661574618
fredericton-transit_20130313_1626_subgraph_bus.gr.bz2,606.0,7.0,634.0,2476.0,3.0,0.0017492188317610297
metro-st-louis_20130916_1522.gr.bz2,5212.0,23.0,5405.0,22112.0,3.0,0.00022993212277745405
merrimack-valley-regional-transit-authority_20130526_0306_subgraph_train+metro+tram+bus.gr.bz2,88.0,4.0,106.0,328.0,3.0,0.012309074573225517
graph13pp.dgf.bz2,312.0,126.0,456.0,5506.0,5.0,0.009032195874301138
central-arkansas-transit-authority_20120522_1545_subgraph_train+metro+tram+bus.gr.bz2,996.0,10.0,1061.0,4142.0,3.0,0.0011425675315206373
new_york_bronx_bus_2015-12-23.gml.lp.gr.bz2,281.0,14.0,329.0,1611.0,3.0,0.005328415746163541
long-island-railroad_20090825_0512.gr.bz2,101.0,7.0,123.0,432.0,3.0,0.016660002665600426
translink-archiver_20151219_0124_subgraph_bus.gr.bz2,8425.0,35.0,8665.0,37938.0,3.0,0.00013657271614667002
transit-authority-of-river-city_20140813_2016_subgraph_tram+bus.gr.bz2,3147.0,28.0,3324.0,13591.0,3.0,0.0003757134481513631
ex045.gr.xz,539.0,8.0,600.0,2638.0,3.0,0.0024067890929326654
clemson-area-transit_20151216_1442_subgraph_train+metro+tram+bus.gr.bz2,107.0,3.0,121.0,410.0,3.0,0.009228650137741047
gbrail.info_20130817_2226_subgraph_train+metro+tram+bus.gr.bz2,2331.0,18.0,2591.0,10894.0,3.0,0.0007383741463247445
c-tran_20151202_1648_subgraph_tram+bus.gr.bz2,777.0,13.0,819.0,3356.0,3.0,0.0015568511901030238
madrid_spain_2016-01.gml.lp.gr.bz2,1135.0,27.0,1354.0,7666.0,3.0,0.001431798257824125
bc-transit-archiver_20130419_0317_subgraph_train+metro+tram+bus.gr.bz2,3878.0,24.0,3981.0,16953.0,3.0,0.0002875467515926783
transit-authority-of-river-city_20140813_2016_subgraph_metro+bus.gr.bz2,3154.0,27.0,3324.0,13642.0,3.0,0.0003757134481513631
lincoln-county-transit_20151216_1709_subgraph_bus.gr.bz2,121.0,5.0,129.0,527.0,3.0,0.010840600775193799
connexxion-archiver_20151219_0119_subgraph_metro+bus.gr.bz2,6623.0,10.0,6939.0,27491.0,3.0,0.00017676585453661568
Promedas_34.gr.xz,611.0,71.0,774.0,5375.0,5.0,0.002675906147731413
Promedas_47.gr.xz,430.0,47.0,556.0,3611.0,5.0,0.0036619353166115758
anchorage-people-mover_20150328_0007_subgraph_train+metro+tram+bus.gr.bz2,1064.0,12.0,1079.0,4518.0,4.0,0.0009938426461662262
Promedas_23.gr.xz,1077.0,95.0,1393.0,9201.0,4.0,0.0015053716860162884
u574.tsp.dgf.bz2,419.0,27.0,574.0,3970.0,4.0,0.005193036223555953
yolobus-yolo-county_20151216_1734_subgraph_tram+bus.gr.bz2,531.0,11.0,551.0,2360.0,3.0,0.002200956937799043
cit-la-presqule_20150904_1400.gr.bz2,630.0,7.0,659.0,2688.0,3.0,0.0019832942055523013
codiac-transpo_20150424_1930_subgraph_train+metro+tram+bus.gr.bz2,602.0,8.0,618.0,2509.0,3.0,0.0017990800039862998
ex103.gr.xz,180.0,13.0,237.0,960.0,4.0,0.007491239362082529
basin-transit-service_20141129_1640_subgraph_train+metro+tram+bus.gr.bz2,166.0,5.0,177.0,672.0,3.0,0.006452234206471495
whatcom-transportation-authority_20130402_2249_subgraph_bus.gr.bz2,860.0,9.0,885.0,3610.0,3.0,0.001261599815936805
he098.gr.xz,471.0,49.0,708.0,6223.0,4.0,0.0074197492388464025
community-transit_20150319_0942.gr.bz2,993.0,12.0,1067.0,4152.0,3.0,0.0012018406536887804
el-dorado-transit_20151217_1024_subgraph_train+metro+tram+bus.gr.bz2,120.0,6.0,139.0,539.0,3.0,0.01146908560108435
rochester-genesee-regional-transportation-authority_20151219_0120_subgraph_tram+bus.gr.bz2,2007.0,39.0,2185.0,10488.0,3.0,0.000746640849615678
ex070.gr.xz,40.0,9.0,48.0,302.0,6.0,0.0425531914893617
trentino-trasporti-esercizio-spa_20151219_2021.gr.bz2,2105.0,11.0,2263.0,8909.0,3.0,0.0006091145256427839
he130.gr.xz,1240.0,396.0,2257.0,33586.0,4.0,0.005875927374880985
mta-new-york-city-transit_20150723_2021_subgraph_bus.gr.bz2,1429.0,15.0,1500.0,6087.0,3.0,0.0008645763842561708
jacksonville-transportation-authority_20151216_1632_subgraph_metro+bus.gr.bz2,2301.0,13.0,2393.0,9841.0,3.0,0.0005043626407568339
ex003.gr.xz,35.0,45.0,92.0,1111.0,8.0,0.25238891543239367
the-bus-marble-valley-regional-transit-district_20151217_0933_subgraph_bus.gr.bz2,121.0,4.0,137.0,474.0,3.0,0.008909403177329326
long-island-rail-road_20140216_0114_subgraph_train+metro+tram.gr.bz2,102.0,8.0,122.0,437.0,3.0,0.016664408616718602
vta_20140729_2023_subgraph_metro+tram.gr.bz2,122.0,3.0,124.0,382.0,3.0,0.008457907159716758
taisto-transport-aktsiaselts-archiver_20151217_1052_subgraph_train+metro+tram+bus.gr.bz2,5381.0,385.0,5862.0,42540.0,3.0,0.00032360046292504433
ex163.gr.xz,198.0,11.0,244.0,1043.0,4.0,0.007505228361330365
Promedas_11.gr.xz,1385.0,122.0,1755.0,12571.0,5.0,0.0012081461340298285
leetran_20150421_1336_subgraph_tram+bus.gr.bz2,1231.0,7.0,1304.0,5109.0,3.0,0.0009605017208989166
pr124.tsp.dgf.bz2,103.0,11.0,124.0,675.0,4.0,0.020849724626278522
vilniaus-vieasis-transportas_20130407_1539.gr.bz2,509.0,13.0,558.0,2249.0,3.0,0.002583605207106684
bkv-zrt_20120422_0314_subgraph_train+metro.gr.bz2,103.0,3.0,120.0,329.0,3.0,0.008823529411764706
transports-municipals-del-girones_20150226_1730.gr.bz2,182.0,5.0,205.0,748.0,3.0,0.00624103299856528
escambia-county-area-transit_20151216_1643_subgraph_metro+bus.gr.bz2,924.0,9.0,946.0,3909.0,3.0,0.0012360593755942593
ex108.gr.xz,137.0,12.0,194.0,983.0,4.0,0.016104908925805246
brockton-area-transit-authority_20151202_1536_subgraph_train+metro+tram+bus.gr.bz2,820.0,5.0,844.0,3294.0,3.0,0.0012593254737930995
mv-start-zrt_20120319_0356_subgraph_train+metro.gr.bz2,1239.0,12.0,1307.0,5123.0,3.0,0.0010767794101967144
chicago-transit-authority_20151217_1219_subgraph_tram+bus.gr.bz2,6018.0,30.0,6261.0,25640.0,3.0,0.00018906022524956716
kitsap-transit_20151219_0151.gr.bz2,864.0,9.0,924.0,3799.0,3.0,0.0014773958435930267
citilink_20141201_1722_subgraph_train+metro+tram+bus.gr.bz2,1142.0,6.0,1164.0,4528.0,3.0,0.0009278055036004172
radf3.edge.bz2,107.0,4.0,113.0,427.0,3.0,0.010903919089759798
taisto-transport-aktsiaselts-archiver_20151217_1052_subgraph_bus.gr.bz2,5350.0,373.0,5831.0,39065.0,3.0,0.00032225583200690225
the-current_20141217_1802_subgraph_bus.gr.bz2,99.0,6.0,120.0,422.0,3.0,0.014005602240896359
sonomacounty-ca-us-archiver_20140630_0109.gr.bz2,763.0,7.0,805.0,3304.0,3.0,0.0016764006056673155
kingcounty-archiver_20151217_1106_subgraph_metro+bus.gr.bz2,4974.0,43.0,5263.0,23794.0,3.0,0.0002664485103690321
he048.gr.xz,162.0,114.0,363.0,5628.0,16.0,0.02276912774150343
thomaskoch_20130528_1213_subgraph_metro+bus.gr.bz2,137.0,3.0,154.0,459.0,3.0,0.0070452423393599865
pr226.tsp-pp.dgf.bz2,126.0,10.0,152.0,908.0,6.0,0.01899616591146741
clemson-area-transit_20151216_1442.gr.bz2,105.0,3.0,121.0,400.0,3.0,0.009228650137741047
mrc-les-moulins_20141201_2136_subgraph_metro+bus.gr.bz2,656.0,8.0,714.0,2973.0,3.0,0.001921105047909767
san-francisco-municipal-transportation-agency_20151216_1446_subgraph_bus.gr.bz2,2147.0,27.0,2279.0,9740.0,3.0,0.0005659183112905133
he081.gr.xz,80.0,21.0,102.0,636.0,5.0,0.01485148514851485
ex039.gr.xz,24.0,33.0,56.0,510.0,12.0,0.09090909090909091
nc-state-university-wolfline_20150227_1735_subgraph_tram+bus.gr.bz2,101.0,8.0,109.0,489.0,4.0,0.012317363234794428
thomaskoch_20130224_1534_subgraph_bus.gr.bz2,4610.0,11.0,4819.0,19131.0,3.0,0.0002487731255423069
palos-verdes-peninsula-transit-authority_20151216_1829_subgraph_train+metro+tram+bus.gr.bz2,181.0,6.0,192.0,798.0,3.0,0.007526178010471204
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_train+metro+tram.gr.bz2,139.0,3.0,157.0,446.0,2.0,0.006736893679568839
rm_fnsb_20131202_1922.normalized_subgraph_metro+bus.gr.bz2,408.0,5.0,414.0,1657.0,4.0,0.002608461709419705
cit-roussillon_20150821_1709_subgraph_tram+bus.gr.bz2,174.0,6.0,189.0,763.0,4.0,0.0071203422267252054
cango.transit.update_20150409_1736.normalized_subgraph_bus.gr.bz2,6143.0,23.0,6326.0,26582.0,3.0,0.000181945643738933
ex014.gr.xz,199.0,20.0,370.0,1852.0,4.0,0.012942210503186113
Promedas_49_8.gr.xz,144.0,11.0,184.0,950.0,5.0,0.010899263483012593
kern-regional-transit_20140801_2043_subgraph_bus.gr.bz2,151.0,6.0,179.0,651.0,3.0,0.008568200364070052
cit-chambly-richelieu-carignan_20151217_1358_subgraph_tram+bus.gr.bz2,232.0,5.0,248.0,946.0,3.0,0.00499542901919812
dimacs_inithx.i.1.gr.bz2,153.0,51.0,309.0,4329.0,4.0,0.07969781028033456
wcsp_11.gr.xz,76.0,80.0,196.0,3185.0,6.0,0.12025117739403454
newton.3.3.i.smt2-stp212.gaifman_2.gr.xz,95.0,20.0,119.0,832.0,5.0,0.03268765133171913
mountain-line-mutd_20150218_1721_subgraph_bus.gr.bz2,437.0,5.0,456.0,1784.0,3.0,0.0026653171390013494
he154.gr.xz,59580.0,459.0,66421.0,554811.0,5.0,4.372889164321201e-05
bangladesh-railways_20131212_2148_subgraph_train+metro.gr.bz2,120.0,6.0,136.0,515.0,3.0,0.013180827886710239
Promedus_18.gr.xz,201.0,25.0,261.0,1582.0,5.0,0.008193339227821986
duke-university_20150227_1733.gr.bz2,103.0,5.0,110.0,462.0,3.0,0.012593828190158465
north-county-transit-district_20150930_1532_subgraph_metro+bus.gr.bz2,1350.0,9.0,1419.0,5689.0,3.0,0.0009109695041403639
santiago.transit_20140625_2014_subgraph_metro+bus.gr.bz2,10831.0,97.0,11396.0,55921.0,3.0,0.00011130669314083093
transit-services-of-frederick-county_20130128_2046_subgraph_bus.gr.bz2,288.0,7.0,302.0,1253.0,4.0,0.004114320917031528
Promedas_53.gr.xz,436.0,46.0,555.0,3678.0,5.0,0.003792239893322926
pvta_20151217_1050_subgraph_metro+bus.gr.bz2,1859.0,19.0,1938.0,8531.0,3.0,0.0006526535294170925
yamhill-county-transit-area_20151217_1046_subgraph_bus.gr.bz2,144.0,4.0,157.0,585.0,3.0,0.008002613098154499
transilien-archiver_20151219_0118.gr.bz2,464.0,7.0,509.0,1876.0,3.0,0.0027342481011091687
lexpress_20090731_0343_subgraph_metro+bus.gr.bz2,290.0,3.0,299.0,1157.0,3.0,0.0035801665506947095
soltrans_20151217_1055.gr.bz2,317.0,7.0,333.0,1336.0,3.0,0.0038351604616664856
jehiah_20081017_1645.normalized_subgraph_train.gr.bz2,144.0,7.0,165.0,591.0,3.0,0.010938654841093865
indygo_20120905_1753.gr.bz2,2626.0,15.0,2793.0,11016.0,3.0,0.00044190500811997245
le450_25a-pp.dgf.bz2,162.0,251.0,437.0,7790.0,5.0,0.043215837759536455
fairfax-cue_20150320_2256_subgraph_tram+bus.gr.bz2,130.0,4.0,134.0,529.0,3.0,0.009089888901357873
link-transit_20151217_0806.gr.bz2,392.0,7.0,422.0,1671.0,3.0,0.0030225934639934258
transperth-archiver_20141007_0213.gml.lp.gr.bz2,2560.0,23.0,3049.0,15962.0,3.0,0.0006003216062406762
suntran_20150829_0115.gr.bz2,126.0,3.0,131.0,504.0,4.0,0.008162066940692894
long-island-bus_20110825_1140_subgraph_metro+bus.gr.bz2,3173.0,14.0,3268.0,13264.0,3.0,0.0003553580386783903
taisto-transport-aktsiaselts-archiver_20151202_1913_subgraph_train+metro.gr.bz2,111.0,3.0,125.0,363.0,3.0,0.00864516129032258
ripta_20150825_0113.gml.lp.gr.bz2,478.0,20.0,548.0,3082.0,3.0,0.0033960954909993462
auckland-regional-transport-authority_20110207_0347.normalized_subgraph_tram+bus.gr.bz2,5008.0,29.0,5164.0,22687.0,3.0,0.0002290548866067666
he111.gr.xz,2.0,399.0,400.0,800.0,400.0,0.4999937343358396
arlington-transit_20131014_0431.gr.bz2,546.0,6.0,555.0,2253.0,3.0,0.001974176342407389
he161.gr.xz,135073.0,88.0,154188.0,891780.0,3.0,1.0721557308919765e-05
thomaskoch_20130224_1543_subgraph_bus.gr.bz2,150.0,3.0,169.0,499.0,3.0,0.006445477599323753
golden-gate-transit_20151217_1433_subgraph_tram+bus.gr.bz2,506.0,8.0,555.0,2186.0,3.0,0.002481542914755911
josephinecounty-or-us-archiver_20151217_1032.gr.bz2,114.0,4.0,119.0,455.0,3.0,0.009329155390969948
massachusetts-archiver_20151219_0121.gr.bz2,7041.0,46.0,7358.0,31598.0,3.0,0.0001671075391879741
merrimack-valley-regional-transit-authority_20130526_0306_subgraph_metro+bus.gr.bz2,88.0,4.0,106.0,328.0,3.0,0.012309074573225517
municipal-transit-utility_20150309_2012_subgraph_tram+bus.gr.bz2,314.0,5.0,330.0,1284.0,3.0,0.00364741641337386
c-tran_20151202_1648_subgraph_bus.gr.bz2,774.0,13.0,819.0,3344.0,3.0,0.0015568511901030238
broward-county-transit_20150417_1831_subgraph_bus.gr.bz2,3303.0,22.0,3422.0,14247.0,3.0,0.00037901495746609924
island-transit_20150223_1552_subgraph_bus.gr.bz2,299.0,4.0,322.0,1221.0,3.0,0.003889243629186742
graph02-wpp.dgf.bz2,130.0,50.0,188.0,1719.0,5.0,0.019143247240869268
green-bay-metro-transit_20110424_0431_subgraph_train+metro+tram+bus.gr.bz2,656.0,6.0,679.0,2598.0,3.0,0.0016378415247131604
bay-town-trolley_20151216_1628_subgraph_metro+bus.gr.bz2,181.0,5.0,198.0,738.0,3.0,0.005896528739168333
pla7397.tsp.dgf.bz2,5080.0,54.0,7397.0,53982.0,5.0,0.00039966577595334314
he064.gr.xz,25.0,43.0,68.0,575.0,14.0,0.08955223880597014
Promedus_34_14.gr.xz,136.0,13.0,188.0,957.0,5.0,0.010012515644555695
sarasota-county-area-transit_20120511_0303_subgraph_train+metro+tram+bus.gr.bz2,1578.0,9.0,1675.0,6520.0,3.0,0.0007599992867205193
cdta_20151216_1721.gml.lp.gr.bz2,414.0,22.0,486.0,2610.0,4.0,0.003788553731279963
mrc-les-moulins_20141201_2136_subgraph_bus.gr.bz2,656.0,8.0,714.0,2973.0,3.0,0.001921105047909767
he075.gr.xz,16.0,84.0,100.0,966.0,38.0,0.18181818181818182
capital-area-transit_20150218_1730_subgraph_tram+bus.gr.bz2,1162.0,10.0,1211.0,4875.0,3.0,0.0009956937439859143
stib_20150902_2008_subgraph_metro+tram.gr.bz2,286.0,4.0,306.0,985.0,3.0,0.0034501232186863818
u2152.tsp-pp.dgf.bz2,1451.0,47.0,2128.0,15642.0,6.0,0.0013834833911294457
winnipeg-transit_20151219_0147.gml.lp.gr.bz2,823.0,32.0,971.0,5943.0,4.0,0.0017422786584135816
trasporti-regionali-della-sardegna_20131105_0940.gr.bz2,3239.0,24.0,3436.0,15345.0,3.0,0.00042583620980355275
long-island-rail-road_20140216_0114.gr.bz2,101.0,8.0,122.0,435.0,3.0,0.016664408616718602
rat783.tsp-pp.dgf.bz2,556.0,30.0,775.0,5433.0,6.0,0.003837626073184963
mountain-metropolitan-transit_20100706_1325.gr.bz2,1065.0,6.0,1105.0,4367.0,3.0,0.0010640041969965245
santiago.transit_20140625_2014.gr.bz2,10837.0,96.0,11396.0,56033.0,3.0,0.00011130669314083093
lta_20150727_0653.normalized_subgraph_bus.gr.bz2,3650.0,222.0,4056.0,28814.0,3.0,0.0004112584118275098
he127.gr.xz,1094.0,947.0,2200.0,107600.0,6.0,0.004867708462524288
central-arkansas-transit-authority_20120522_1545_subgraph_tram+bus.gr.bz2,990.0,10.0,1061.0,4132.0,3.0,0.0011425675315206373
stib_20150902_2008_subgraph_tram.gr.bz2,246.0,4.0,266.0,772.0,3.0,0.0037735849056603774
Promedas_50_7.gr.xz,139.0,16.0,175.0,971.0,5.0,0.011888341543513958
the-rapid_20141219_1524_subgraph_train+metro+tram+bus.gr.bz2,1231.0,11.0,1295.0,5137.0,3.0,0.0009542110005788522
anchorage-people-mover_20150328_0007_subgraph_metro+bus.gr.bz2,1063.0,11.0,1079.0,4520.0,4.0,0.0009938426461662262
edmonton-transit-system_20150902_0111_subgraph_train+metro+tram+bus.gr.bz2,3592.0,29.0,3819.0,17210.0,3.0,0.00039140132372791827
nassau-inter-county-express_20131030_1518_subgraph_tram+bus.gr.bz2,3154.0,13.0,3240.0,13179.0,3.0,0.0003575253755350493
mountain-transit_20151216_1525.gr.bz2,142.0,4.0,160.0,573.0,3.0,0.008018867924528302
lane-transit-district_20150313_0210_subgraph_metro+bus.gr.bz2,1255.0,10.0,1273.0,5223.0,3.0,0.0008540959551794157
gold-country-stage_20141230_2236_subgraph_train+metro+tram+bus.gr.bz2,215.0,6.0,223.0,891.0,4.0,0.005393285662343959
mta-maryland-archiver_20111026_0315_subgraph_bus.gr.bz2,6561.0,41.0,6769.0,29731.0,3.0,0.00017809514030552997
thomaskoch_20130224_1543_subgraph_metro+bus.gr.bz2,150.0,3.0,169.0,499.0,3.0,0.006445477599323753
ex076.gr.xz,68.0,19.0,102.0,594.0,4.0,0.043292564550572704
he113.gr.xz,1882.0,68.0,1952.0,49018.0,14.0,0.0053093831662619426
kanbeaya_20140921_0030.gr.bz2,2679.0,22.0,2950.0,12651.0,3.0,0.0005852026828973912
mariaspringfieldsmith_20150921_1346_subgraph_tram+bus.gr.bz2,266.0,9.0,296.0,1188.0,3.0,0.004832798900595511
u1432.tsp-pp.dgf.bz2,970.0,47.0,1429.0,10295.0,6.0,0.0020572259694640626
Promedas_51_12.gr.xz,173.0,17.0,230.0,1200.0,4.0,0.008183026390734763
thousand-oaks-transit_20140820_1713_subgraph_train+metro+tram+bus.gr.bz2,100.0,4.0,105.0,402.0,3.0,0.011172161172161172
kingcounty-archiver_20151217_1106.gr.bz2,4994.0,45.0,5288.0,23912.0,3.0,0.00026500791053441674
s-potniki-promet-doo_20141212_1812_subgraph_train.gr.bz2,229.0,4.0,262.0,884.0,3.0,0.005615512854259893
he172.gr.xz,416994.0,71.0,468913.0,2404836.0,3.0,3.3768037302674216e-06
metropolitan-tulsa-transit-authority_20151202_1954.gr.bz2,1322.0,15.0,1399.0,5908.0,3.0,0.0009929430484271926
Promedus_38_15.gr.xz,155.0,14.0,208.0,1103.0,5.0,0.009243775548123374
Promedus_18_8.gr.xz,151.0,15.0,195.0,1070.0,4.0,0.010864393338620142
he120.gr.xz,618.0,443.0,1266.0,21787.0,4.0,0.01863077509069679
mountain-line-mutd_20150218_1721_subgraph_train+metro+tram+bus.gr.bz2,435.0,5.0,456.0,1772.0,3.0,0.0026653171390013494
durham-area-transit-authority_20150227_1734.gml.lp.gr.bz2,117.0,5.0,143.0,590.0,3.0,0.011868413276863981
ac-transit_20150218_1708_subgraph_train+metro+tram+bus.gr.bz2,3473.0,20.0,3687.0,15937.0,3.0,0.0003708532317430941
ex094.gr.xz,227.0,13.0,257.0,1150.0,3.0,0.00688533560311284
charleston-area-regional-transportation-authority_20151216_1521.gr.bz2,775.0,9.0,809.0,3273.0,3.0,0.0015206403211396541
portland_2015-12.gml.lp.gr.bz2,590.0,23.0,693.0,3706.0,3.0,0.0025711282936716462
yakima-transit_20150301_1148_subgraph_train+metro+tram+bus.gr.bz2,550.0,8.0,564.0,2284.0,3.0,0.002047037778869531
ex073.gr.xz,634.0,9.0,712.0,3193.0,3.0,0.0021432860822705796
pr2392.tsp-pp.dgf.bz2,1705.0,47.0,2355.0,16873.0,6.0,0.0012659483699426553
le450_15d.dgf.bz2,74.0,376.0,450.0,9627.0,20.0,0.08290027220984905
sydney-buses_20131202_0139.gr.bz2,6160.0,33.0,6695.0,32277.0,3.0,0.00023239296925919636
lane-transit-district_20150313_0210_subgraph_tram+bus.gr.bz2,1251.0,10.0,1273.0,5204.0,3.0,0.0008540959551794157
lincoln-county-transit_20151216_1709_subgraph_tram+bus.gr.bz2,120.0,5.0,129.0,525.0,3.0,0.010840600775193799
csehattila87_20151216_1417_subgraph_train+metro+tram+bus.gr.bz2,256.0,6.0,274.0,993.0,3.0,0.0046389133980374855
he109.gr.xz,896.0,140.0,1660.0,20011.0,8.0,0.005118484789065848
fairfield-and-suisun-transit_20151216_1546.gr.bz2,210.0,7.0,228.0,915.0,3.0,0.005603215086173584
mta-maryland-archiver_20150819_0130_subgraph_bus.gr.bz2,5809.0,40.0,5982.0,26331.0,3.0,0.00019863972455738725
university-of-nairobi-c4dlab_20141208_0940.normalized_subgraph_tram+bus.gr.bz2,260.0,6.0,274.0,1024.0,3.0,0.004438384000427796
grand-river-transit_20151217_1010_subgraph_train+metro+tram+bus.gr.bz2,1637.0,11.0,1717.0,7273.0,3.0,0.0008030214786184501
metlink-archiver_20110625_0239_subgraph_metro+bus.gr.bz2,2813.0,14.0,2905.0,12141.0,3.0,0.00040705916938118473
bkk_20151219_0150_subgraph_train+metro+tram+bus.gr.bz2,1953.0,75.0,2101.0,10980.0,3.0,0.0007740078420706693
he019.gr.xz,787.0,43.0,926.0,5144.0,4.0,0.0020675967544218085
hamilton-street-railway_20151216_1914.gr.bz2,1855.0,12.0,1931.0,7892.0,3.0,0.0006308310279782013
log-4.cnf.gr.xz,1117.0,335.0,1946.0,27534.0,5.0,0.00561351873330568
josephinecounty-or-us-archiver_20151217_1032_subgraph_tram+bus.gr.bz2,114.0,4.0,119.0,455.0,3.0,0.009329155390969948
redding-area-bus-authority_20151217_0916_subgraph_train+metro+tram+bus.gr.bz2,317.0,5.0,329.0,1295.0,3.0,0.0034565201275113056
ripta_20150825_0113_subgraph_bus.gr.bz2,3868.0,20.0,3959.0,16606.0,3.0,0.0002961124645351079
omnitrans_20151217_1124.gml.lp.gr.bz2,201.0,11.0,236.0,1134.0,4.0,0.007554994590695997
